Original_Title,Author,ISBN13,Publisher,Published_Date
The Romanov sisters : the lost lives of the daughters of Nicholas and Alexandra,Helen Rappaport,9781250020208, St. Martin's Press,2014
YOUCAT Deutsch,Christoph Schönborn,9781586175160, Ignatius Press,2011
El vuelo de la reina,Tomás Eloy Martínez,9788420464237, Alfaguara,2002
The Frequent Visitor,K. Hari Kumar,9789382665304, Srishti Publishers & Distributors,2014
The Long Dry,Cynan Jones,9781902638935, Parthian,2007
How to Talk Minnesotan: Revised for the 21st Century,Howard Mohr,9780143122692, Penguin Books,2013
Three Broken Promises,Monica  Murphy,9780804176804, Bantam,2013
The  Daughters of Mars,Thomas Keneally,9781476734613, Atria Books,2013
The Secret Circle: The Captive Part II and The Power,L.J. Smith,9780061671357, HarperTeen,2009
"Fox, Swallow, Scarecrow",Éilís Ní Dhuibhne,9780856408076, Blackstaff Press,2008
The Girl of Fire and Thorns,Rae Carson,9780062026484, Greenwillow,2011
The Woman Who Died a Lot,Jasper Fforde,9780340963111, Hodder & Stoughton,2012
Destiny,Alex Archer,9780373621194, Gold Eagle,2006
To Be Sung Underwater,Tom McNeal,9780316127394," Little, Brown and Company",2011
Mad Sheep: The True Story Behind the USDA's War on a Family Farm,Linda Faillace,9781933392769, Chelsea Green Publishing Company,2007
"A World Undone: The Story of the Great War, 1914 to 1918",G.J. Meyer,9780553803549, Delacorte Press,2006
Serving Crazy with Curry,Amulya Malladi,9780345466129, Ballantine Books,2004
The SPEED of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,9780743297301, Free Press,2006
The Prince of the Marshes: And Other Occupational Hazards of a Year in Iraq,Rory Stewart,9780156032797, Mariner Books,2007
I Don't Have Enough Faith to Be an Atheist,Norman L. Geisler,9781581345612, Crossway Books,2004
The Long Way Down,Craig Schaefer,9780990339311, Demimonde Books,2014
Dark Lands: The Not-Where,Lyn I. Kelly,9781483452074, Lulu Publishing Services,2016
Bottoms,Tanja Kirschner,9780735820265, NorthSouth,2005
"The Hogs of Cold Harbor: The Civil War Saga of Private Johnny Hess, CSA",Richard Lee Fulgham,9780874260588, Whitmore Publishing Company,2005
Memories of Ice,Steven Erikson,9780765348807, Tor Fantasy,"August, 2006"
The Obelisk Gate,N.K. Jemisin,9780356508368, Orbit,2016
A Bond of Venom and Magic,Karen Tomlinson,9781534838864, Createspace Independent Publishing Platform,2016
Taggerung,Brian Jacques,9780142501542, Firebird,2003
Violets Are Blue,James Patterson,9780446611213, Grand Central Publishing,2002
"Big, Fat American Lion Book: An Active Guide for How to Live a Better Life Being Fat",Alessandro Boccaletti,9781519788832, Createspace Independent Publishing Platform,2016
The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,9781847394439, Pocket Books,2010
Lockpick Pornography,Joey Comeau,9780973917109, Loose Teeth,2005
The Museum of Extraordinary Things,Alice Hoffman,9781471139321, Simon & Schuster UK,2015
Open: An Autobiography,Andre Agassi,9788806207267, Einaudi,2011
Masumiyet Müzesi,Orhan Pamuk,9788806198084, Einaudi,2009
Mean Boy,Lynn Coady,9780385659765, Anchor Canada,2006
The Language of God: A Scientist Presents Evidence for Belief,Francis S. Collins,9780743286398, Free Press,2006
Salinger,David Shields,9781476744834, Simon & Schuster,2013
Rise of Empire,Michael J. Sullivan,9780316187701, Orbit,2011
One Hundred Virgins,Jason McGathey,9781434843296, Createspace,2006
The Exodus Towers,Jason M. Hough,9780345537140, Del Rey,2013
Hawk Quest,Robert Lyndon,9780316219563, Redhook,2013
A Real Basket Case (Five Star Mystery) (Five Star Mystery Series),Beth Groundwater,9780738727011, Midnight Ink,2011
Small Wonder: Essays,Barbara Kingsolver,9780060504083, Harper Perennial,2003
Ashfall,Mike Mullin,9781933718552, Tanglewood Press,2011
Manhunt: The Ten-Year Search for Bin Laden--from 9/11 to Abbottabad,Peter L. Bergen,9780307969552, Random House Audio,2012
Reckless Little 15,Liana Resles,9780615878409, CreateSpace,2013
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,9781595581037, The New Press,2010
"The Josephine Bonaparte Collection: The Many Lives and Secret Sorrows of Josephine B., Tales of Passion, Tales of Woe, and  The Last Great Dance on Earth",Sandra Gulland,9780743246217, Touchstone,2002
"Lord Loss (The Demonata, #1)",Darren Shan,9780316012331," Little, Brown Young Readers",2006
The World Without Us,Alan Weisman,9780312347291, Thomas Dunne Books,2007
THE COALFIELD EXPRESS,Susmit Sarkar,9781482841985, PARTRIDGE PUBLISHING INDIA,2014
Journal de résistance,Hélène Berr,9781602860940, Weinstein Books,2009
Joe Speedboot,Tommy Wieringa,9789023414339, De Bezige Bij,2005
Enclave,Ann Aguirre,9780312650087, Feiwel & Friends,2011
Schism,Britt Holewinski,9780988300750, Delirious Pixie,2016
Hesitation Wounds,Amy Koppelman,9781468312188, The Overlook Press,2015
Limonov,Emmanuel Carrère,9788845928987, Adelphi,2014
Winter,Marissa Meyer,9780312642983, Feiwel & Friends,2015
"Mithras Court (Ravenloft, Dominion)",David A. Page,9780786950683, Wizards of the Coast,2008
The Transformation,Juliana Spahr,9781891190261, Atelos,2007
Monster Blood Tattoo: Foundling,D.M. Cornish,9780399246388, Putnam Juvenile,2006
American Assassin,Vince Flynn,9781416595182, Atria Simon & Schuster,2010
"Vi, de druknede",Carsten Jensen,9780151013777, Houghton Mifflin Harcourt,2011
Love and Other Impossible Pursuits,Ayelet Waldman,9780552772921, Black Swan,2007
"Universal Principles of Design: 100 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, and Teach Through Design",William Lidwell,9781592530076, Rockport Publishers,2003
The Nation: A Study in Ideology and Fantasy,Richard A. Koenigsberg,9781593118570, Information Age Publishing,2007
The Vampire's Assistant and Other Tales from the Cirque Du Freak,Darren Shan,9780007143740, HarperCollins,2003
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,9780465028023, Basic Books,2006
"Rethinking Our Past: Recognizing Facts, Fictions, and Lies in American History (Modern Scholar)",James W. Loewen,9781402581939, Recorded Books,2004
The Bartimaeus Trilogy,Jonathan Stroud,9781423104209, Miramax,2006
"Brawn (New Species, #5)",Laurann Dohner,9781419938269, Ellora's Cave,2011
The Head Mistress,Brandi L. Bates,9781438933573, Authorhouse,2009
The Bishop's Man,Linden MacIntyre,9780307357069, Random House Canada,2009
Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,9780670034727, Viking Adult,2006
Carnal Sacraments: A Historical Novel of the Future,Perry Brass,9781892149053, Belhue Press,2007
Travesuras de la niña mala,Mario Vargas Llosa,9789707704664, Alfaguara,2006
America,E.R. Frank,9780689857720, Atheneum Books for Young Readers,2003
"I, Alex Cross",James Patterson,9780316018784," Little, Brown and Company",2009
Pigtopia,Kitty Fitzgerald,9781401360108, Miramax,2006
Percepliquis,Michael J. Sullivan,9781937475017, Ridan Publishing,2012
Forever ME,Thomas Amo,9781484117019, GothicTwist Publishing,2012
The Girls of August,Anne Rivers Siddons,9780446527958, Grand Central Publishing,2014
The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan,9781594201073," Penguin Press HC, The",2006
"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",Rusty Young,9781743193662, Bolinda Audio,2012
Postmarked Baltimore,Jeff LeJeune,9780996692724, Stripe Creative,2015
To rise again at a decent hour,Joshua Ferris,9780316033978," Little, Brown and Company",2014
Dart,Alice Oswald,9780571214105, Faber & Faber,2002
Liquor,Poppy Z. Brite,9781400050079, Broadway Books,2004
Ansel Adams: 400 Photographs,Ansel Adams,9780316117722," Little, Brown and Company",2007
"Gridlinked (Agent Cormac, #1)",Neal Asher,9780765349057, Tor Science Fiction,2004
A Brief History of Neoliberalism,David Harvey,9780199283279," Oxford University Press, USA",2007
Gather the Shadowmen (The Lords of the Ocean),Mark M. McMillin,9780983817901, Hephaestus Publishing,2011
Moonlight Mile,Dennis Lehane,9780349123684, Abacus,2011
Empyrion: The Search for Fierra and The Siege of Dome,Stephen R. Lawhead,9780745918723, Lion Publishing Plc,1990
The Bishop of Rwanda: Finding Forgiveness Amidst a Pile of Bones,John Rucyahana,9780849900525, Thomas Nelson,2007
Indignez-vous !,Stéphane Hessel,9782911939761, Indigène,2010
A Crimson Frost,Marcia Lynn McClure,9780982192160, Distractions Ink,2009
Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,9780143104254, Penguin Global,2011
Tomorrow's God: Our Greatest Spiritual Challenge,Neale Donald Walsch,9780743463041, Atria Books,2005
The Master Butchers Singing Club,Louise Erdrich,9780060837051, Harper Perennial,2016
How to Flirt with a Naked Werewolf,Molly Harper,9781439195864, Pocket Books,2011
Gabriel Garcia Marquez: A Life,Gerald Martin,9780307472861, Vintage,2010
"Boży bojownicy (Trylogia husycka, #2)",Andrzej Sapkowski,9788370541675, SuperNOWA,2007
A Necessary Evil,Alex Kava,9781593974466, Macmillan Audio,2006
The White Road,Lynn Flewelling,9780553590098, Spectra,2010
The Secret of Grim Hill,Linda DeMeulemeester,9781897073537, Lobster Press,2007
Checkmate,Malorie Blackman,9780552551946, Corgi Childrens,2006
A Storm Of Swords. Book Three Of A Song Of Ice And Fire,George R.R. Martin,9788804509523, Mondadori,"October, 2002"
Memoria del fuego,Eduardo Galeano,9780704302198, Quartet Books,1995
The Redemption of Alexander Seaton,Shona MacLean,9781847245052, Quercus Books,2008
Weebeastology II,Micah Linton,9780980188820, Beast Stew,2008
breathing room volume 2: rhymes & relics,Tom Waters,9781435744110, Lulu,2010
Dark Life,Kat Falls,9780545178143, Scholastic Press,2010
The Forgery of Venus,Michael Gruber,9780060874483, William Morrow,2008
Skipping a Beat,Sarah Pekkanen,9781451609820, Washington Square Press,2011
"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001",Steve Coll,9780143034667, Penguin Books (London),2004
Breath,Tim Winton,9780330455718, Picador,2008
Transformations: Thinking after Heidegger (New Studies Phenomenology/Hermeneutics),Gail Stenstad,9780299215408, University of Wisconsin Press,2006
Der fliegende Berg,Christoph Ransmayr,9783100629364, S. Fischer Verlag,2006
Beyond the Horizon (Beyond Saga #2),Greg Spry,9780990822431, Beyond Innovation Books,2016
Crow Lake,Mary Lawson,9780385337632, Dial Press Trade Paperback,2003
The Murder Complex,Lindsay Cummings,9780062220004, Greenwillow Books,2014
Dangerous Girls,Abigail Haas,9781442486591, Simon Pulse,2013
All Aunt Hagar's Children: Stories,Edward P. Jones,9780060557560, Amistad Press,2006
An Ember in the Ashes,Sabaa Tahir,9781595148032, Razorbill,2015
Secrets & Seduction,Cheri Blossum,9781494701215, Written in Stone,"May, 2013"
"Outcry, memoirs of Manny Steinberg",Manny Steinberg,9789082103137, Amsterdam Publishers,2015
Uprooted,Naomi Novik,9780804179034, Del Rey,2015
India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,9780060198817, Ecco Press,2007
Between,Jessica Warman,9783764530693, Penhaligon,2012
"Some Things Matter, Some Things Don't: 30 Chats About Life",Anna D. Jaquith,9781601850508, ABC Book Publishing,2007
Strange Bodies,Marcel Theroux,9780571297894, Faber and Faber,2013
The Shadow Queen,Anne Bishop,9780451462541, Roc,2009
The Dream Life of Sukhanov,Olga Grushin,9780141024400, Penguin,2007
The Forty Rules of Love,Elif Shafak,9780670021451, Viking,2010
"Collected Later Poems, 1988-2000",R.S. Thomas,9781852246488, Bloodaxe Books Ltd,2004
The Immortality Game,Ted Cross,9780990987710, Breakwater Harbor Books,2014
"In the Moors (A Shaman Mystery, #1)",Nina Milton,9780738738369, Midnight Ink,2013
My Beautiful City - Austin,David Heymann,9780990371403, John M. Hardy Publishing,2014
Lori's Song: The True Story of an American Woman Held Captive in Iran,Lori Foroozandeh,9781432738297, Outskirts Press,2009
Million-Dollar Throw,Mike Lupica,9781101109052, Puffin Books,2009
Psychaotic: See The World In Red And Black,Irum Zahra,9781503266018, Beyond Sanity Publishing,2014
Christ Walks Where Evil Reigned,Emmanuel M. Kolini,9781934068410, Authentic,2008
The Woodcutter,Reginald Hill,9780007343874, HarperCollins Publishers,2010
北京植物人,Ma Jian,9780374110178," Farrar, Straus and Giroux",2008
Hypocrite in a Pouffy White Dress: Tales of Growing up Groovy and Clueless,Susan Jane Gilman,9780446679497, Grand Central Publishing,2005
The Fifty Year Sword,Mark Z. Danielewski,9789023418771, De Bezige Bij,"September, 2006"
Son of a Witch,Gregory Maguire,9789724617220, Casa das Letras,"May, 2007"
Tales of Wonder from the Garden State,Debbie Jones,9780615417721, Dora Mae Productions - www.doramae.com,2011
Godmother: The Secret Cinderella Story,Carolyn Turgeon,9780307407993, Broadway Books,2009
Grim Hill: The Secret Deepens,Linda DeMeulemeester,9781897073971, Lobster Press,2008
Early Occult Memory Systems of the Lower Midwest: Poems,B.H. Fairchild,9780393325669, W. W. Norton & Company,2004
Doppelganger,Marie Brennan,9780316027052, Orbit,2008
244 DAYS - A LIFE : Are you a patient of love ?,Partha Saha,9789350880852, Mahaveer Publishers,2013
"Christy Miller Collection, Vol 1 (Christy Miller Collection)",Robin Jones Gunn,9781590525845, Multnomah Publishers,2005
"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters",Timothy J. Keller,9780525951360, Viking,2009
Just One Damned Thing After Another,Jodi Taylor,9781783751778, Accent Press,2013
All That I Am,Anna Funder,9780062077561, HarperTorch,2012
The Plague Forge,Jason M. Hough,9780345537164, Del Rey,2013
The Heretic's Daughter,Kathleen Kent,9780316037532," Little, Brown and Company",2008
Stay Hungry Stay Foolish,Rashmi Bansal,9789381626719, ciieindia,2008
102 Shades of Blue: (A collection of works),Samuel R. Himes,9781420897043, Authorhouse,2006
Dos velas para el diablo,Laura Gallego García,9788862560771, Salani,2009
The Diamond of Darkhold,Jeanne DuPrau,9780375955716, Random House,2008
The  Jump Artist,Austin Ratner,9781934137154, Bellevue Literary Press,2009
Visages : De Shoah le film de Claude Lanzmann,Aline Alterman,9782204078856, Cerf,2006
The Lost Hours,Karen   White,9780451226495, NAL,2009
Off Magazine Street,Ronald Everett Capps,9781596921320, MacAdam/Cage,2005
The Vanities,Terence Lawlor,9780977997107, Prydwen Press,2008
House to House: An Epic Memoir of War,David Bellavia,9781416574712, Free Press,2007
The Fall of Lucifer (Chronicles of Brothers),Wendy Alec,9781591858140, Realms,2005
The Japanese Wife,Kunal Basu,9788172237332, Harper Collins,2008
The Garden of Eve,K.L. Going,9780152059866, HMH Books for Young Readers,2007
A Circle of Hope,Rod White,9781432744205, Outskirts Press,2009
Sarabande: A Novel,Marcus Fedder,9781903660034, Dexter Haven Publishing,2008
"Our Lady of the Lost and Found: A Novel of Mary, Faith, and Friendship",Diane Schoemperlen,9780142001325, Penguin Books,2002
Gig Posters Volume 1: Rock Show Art of the 21st Century,Clay Hayes,9781594743269, Quirk Books,2009
The Love We Share Without Knowing,Christopher Barzak,9780553385649, Bantam,2008
Fragment,Warren Fahy,9780553807530, Delacorte Press,2009
The Last Runaway,Tracy Chevalier,9780525952992, E.P. Dutton,2013
Word of Honor: Gamadin: Book I,Tom Kirkbride,9781934572061, Emerald Book Company,2008
A Taste of Life and Love in Australia,Margaret Lynette Sharp,9781461064725, Createspace,2011
Valiant,Laurann Dohner,9781419936005, Ellora's Cave,2011
Oceano mare,Alessandro Baricco,9788817106108, Biblioteca Universale Rizzoli,"October, 1997"
"Steam Drills, Treadmills and Shooting Stars - a story of our times -",Rivera Sun,9780984813223, Rising Sun Press Works,2013
The Choice,Eliyahu M. Goldratt,9780884271895, North River Press,2008
A Woman's Worth,Tracy Price-Thompson,9780375757785, One World/Ballantine,2005
Spunk,Helen O'Reilly,9781483979878, CreateSpace,2013
Time Between Us,Tamara Ireland Stone,9781423159568, Hyperion,2012
Nephilim: Genesis of Evil,Renee Pawlish,9780982705629, Renee Pawlish,2011
Return of a King: The Battle for Afghanistan,William Dalrymple,9781408828434, Turtleback Books,"February, 2013"
Taipei,Tao Lin,9780307950178, Vintage,2013
Days of Blood & Starlight,Laini Taylor,9780316133975," Little, Brown Books for Young Readers",2012
Rajinikanth: The Definitive Biography,Naman Ramachandran,9788184757965, Viking,2012
The Sisters Club,Megan McDonald,9781440785436, Recorded Books,2010
The Last Oil Shock: A Survival Guide to the Imminent Extinction of Petroleum Man,David Strahan,9780719564246, John Murray Publishers,2008
Must Love Dogs,Claire Cook,9780451217219, NAL Trade,2005
The Android's Dream,John Scalzi,9780765309419, Tor Books,"November, 2006"
Blameless,Gail Carriger,9780316074155, Orbit,2010
Acacia: The War with the Mein,David Anthony Durham,9780385506069, Doubleday,2007
Noughts & Crosses,Malorie Blackman,9780552555708, Corgi Childrens,2006
Midnight Awakening,Lara Adrian,9780553589399, Dell,2007
Horoscopes for the Dead,Billy Collins,9781400064922, Random House,2011
Seven Deadly Sins: My Pursuit of Lance Armstrong,David Walsh,9781476737119, Atria Books,2013
Dear Life,Alice Munro,9780771064869, Douglas Gibson Books,2012
Paradise,A.L. Kennedy,9781400079452, Vintage,2006
Touch of Frost,Jennifer Estep,9780758266927, Kensington -Teen,2011
