ID,Title,Author,ISBN13,Publication,Published_Date,Ratings,Genres,Reviews,Average_Rating,Language
733,Extremely Loud and Incredibly Close,Jonathan Safran Foer,9780618711659, Mariner Books,2006,"305,581","Fiction, Contemporary, Historical Fiction","20,639",3.97,English
734,The Big Burn: Teddy Roosevelt and the Fire that Saved America,Timothy Egan,9780618968411, Houghton Mifflin Harcourt,2010,"9,193","History, Nonfiction, North American Hi..., American History, Environment, Environment, Nature, Audiobook","1,255",4.05,English
735,Sea of Silver Light (Otherland Series #4),Tad Williams,9780756400309,DAW,2002,"10,642","Fantasy, Science Fiction, Fiction, Science Fiction, Cyberpunk, Science Fiction Fantasy, Speculative Fiction, Fantasy, Epic Fantasy, Adventure, Fantasy, Urban Fantasy, Epic",219,4.11,
736,Lock and Key,Sarah Dessen,9780670010882, Viking's Children's Books,2009,"123,941","Young Adult, Romance, Contemporary, Realistic Fiction, Womens Fiction, Chick Lit","4,786",4.02,English
737,Wintergirls,Laurie Halse Anderson,9780670011100, Viking Books for Young Readers,2010,"88,390","Young Adult, Fiction, Contemporary, Realistic Fiction, Mental Health, Mental Illness","7,744",3.99,English
738,What Happened to Goodbye,Sarah Dessen,9780670012947, Viking Juvenile,2013,"70,834","Young Adult, Romance, Contemporary, Womens Fiction, Chick Lit","3,962",3.97,English
739,Diary of a Bad Year,J. M. Coetzee,9780670018758," Viking Penguin, Inc.",2008,"3,966","Novels, Literature, Contemporary, Cultural, Africa, Literary Fiction",457,3.61,English
740,The Likeness (Dublin Murder Squad Series #2),Tana French,9780143115625,Penguin Publishing Group,2009,"73,254","Mystery, Fiction, Mystery, Crime, Thriller, Suspense","6,361",4.05,English
741,The Magicians Trilogy Box Set,Lev Grossman,9780147517388,Penguin Publishing Group,2015,"153,835","Fantasy, Young Adult","17,080",3.47,English
742,The Forty Rules of Love,Elif Shafak,9780670021451, Viking,2011,"65,721","Historical Fiction, Asian Literature, Turkish Literature, Romance, Philosophy, Religion, Cultural, Turkish, Love, Contemporary, Poetry, Religion, Islam","9,156",4.17,English
743,Malcolm X: A Life of Reinvention,Manning Marable,9780670022205, Viking Adult,2011,"10,823","Biography, History, Nonfiction, Cultural, African American, Race, Politics, North American Hi..., American History, Biography Memoir, Audiobook, Religion",558,4.19,English
744,The Borrower: A Novel,Rebecca Makkai,9780143120957,Penguin Publishing Group,2012,"7,310","Adult Fiction, Fiction, Contemporary, Writing, Books About Books","1,636",3.46,English
745,Shadow of Night (All Souls Trilogy #2),Deborah Harkness,9780143123620,Penguin Publishing Group,2013,"107,766","Fantasy, Fiction, Fantasy, Paranormal, Historical Fiction, Romance, Paranormal, Vampires, Paranormal, Witches","11,620",4.04,English
746,The Invention of Wings,Sue Monk Kidd,9780670024780, Viking,2015,"179,018","Historical Fiction, Fiction, Historical, Book Club","18,690",4.22,English
747,The World Until Yesterday: What Can We Learn from Traditional Societies?,Jared Diamond,9780143124405,Penguin Publishing Group,2013,"6,201","Nonfiction, History, Science, Anthropology, Sociology, Cultural",783,3.67,English
748,The Signature of All Things,Elizabeth Gilbert,9780670024858, Riverhead Books,2014,"66,200","Fiction, Historical Fiction, Historical, Audiobook","8,901",3.81,English
749,A Tale for the Time Being,Ruth Ozeki,9780670026630, Viking,2013,"54,632","Fiction, Cultural, Japan, Contemporary, Historical Fiction, Magical Realism, Audiobook, Literary Fiction, Cultural, Asia, Adult Fiction, Adult","7,685",3.97,English
750,This Book Will Save Your Life,A. M. Homes,9780670034932, Viking Adult,2007,"7,652","Fiction, Contemporary",920,3.63,English
751,Conservatives without Conscience,John W. Dean,9780670037742, Viking Penguin (NY),2007,"1,342","Politics, Nonfiction, History, Psychology, Politics, Political Science, North American Hi..., American History, Audiobook, Literature, American, Economics, Social Science",98,3.95,English
752,Special Topics in Calamity Physics,Marisha Pessl,9780670037773, Penguin Books Ltd,2007,"33,272","Fiction, Mystery, Contemporary, Novels","4,656",3.7,English
753,Just Listen,Sarah Dessen,9780670061051, Viking Books for Young Readers,2008,"201,402","Young Adult, Romance, Contemporary, Womens Fiction, Chick Lit, Realistic Fiction","7,076",4.06,English
754,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,9780670063277, Viking Penguin,2008,"6,875","Science, Humanities, Language, Nonfiction, Philosophy, Psychology",501,3.89,English
755,The Orenda,Joseph Boyden,9780670064182, Hamish Hamilton,2015,"11,286","Historical Fiction, Fiction, Cultural, Canada, Historical","1,689",4.25,English
756,The Regeneration Trilogy,Pat Barker,9780670869299, Viking Books,2013,"1,594","Fiction, War, Historical, Historical Fiction, War, World War I",103,4.41,English
757,D-Day: The Battle for Normandy,Antony Beevor,9780670887033, Viking,2010,"5,714","Nonfiction, History, War, Military, Military History, War, World War II, War, Military, Historical, History, European History, Cultural, France, History, World History",323,4.14,English
758,Deception Point,Dan Brown,9780671027384, Pocket Books,2006,"456,653","Fiction, Thriller, Mystery, Suspense, Adventure, Thriller, Mystery Thriller, Mystery, Crime, Science Fiction, Novels, Action","7,528",3.66,English
759,Forces of Habit: Drugs and the Making of the Modern World,David T. Courtwright,9780674010031, Harvard University Press,2002,216,"History, Nonfiction, Science, Sociology, Health, Medicine, Literature, 21st Century, Health",22,3.7,English
760,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel  Wilkerson,9780679444329, Random House,2011,"31,672","History, Nonfiction, Cultural, African American, Race, North American Hi..., American History","4,249",4.3,English
761,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,9780679603757, Random House,2014,"481,109","Nonfiction, History, Biography, War, War, World War II, Historical, Audiobook, War, Military, Adventure, Survival, Autobiography, Memoir","40,640",4.41,English
762,Shadow Country,Peter Matthiessen,9780679640196, Modern Library,2008,"3,469","Fiction, Historical Fiction, Literature, Novels, Historical, Literary Fiction, Mystery, Contemporary, Audiobook, Literature, American",565,4.03,English
763,Tell the Wolves I'm Home,Carol Rifka Brunt,9780679644194, Random House,2013,"91,067","Young Adult, Historical Fiction, Young Adult, Coming Of Age, Fiction","11,057",4.03,English
764,Shalimar the Clown,Salman Rushdie,9780679783480, Random House Trade Paperbacks,2006,"10,897","Fiction, Cultural, India, Magical Realism, Literature, Historical Fiction",793,3.86,English
765,The Given Day,Dennis Lehane,9780688163181, William Morrow,2012,"18,638","Historical Fiction, Fiction, Historical","2,373",4.02,English
766,Pretties (Uglies Series #2),Scott Westerfeld,9781442419803,Simon Pulse,2011,"198,073","Young Adult, Science Fiction, Dystopia, Science Fiction","9,200",3.86,English
767,Specials (Uglies Series #3),Scott Westerfeld,9781442419797,Simon Pulse,2011,"144,577","Young Adult, Science Fiction, Dystopia, Science Fiction","7,176",3.77,English
768,Everlost (Skinjacker Trilogy Series #1),Neal Shusterman,9781416997498,Simon & Schuster Books For Young Readers,2009,"24,870","Fantasy, Young Adult, Fantasy, Paranormal, Fiction","2,363",3.94,English
769,Double Identity,Margaret Peterson Haddix,9780689873799, Simon & Schuster Books for Young Readers,2007,"13,517","Young Adult, Science Fiction, Fiction, Fantasy, Mystery, Adventure, Childrens, Realistic Fiction, Suspense, Young Adult, Teen","1,260",4.01,English
770,On Bullshit,Harry G. Frankfurt,9780691122946, Princeton University Press,2005,"7,226","Philosophy, Nonfiction, Writing, Essays, Humor, Humanities, Language",751,3.53,English
771,Merivel: A Man of His Time,Rose Tremain,9780701185213, Chatto & Windus,2014,"1,284","Historical Fiction, Fiction, Historical, Literature, 17th Century, Literary Fiction, European Literature, British Literature",213,3.93,English
772,The Examined Life: How We Lose and Find Ourselves,Stephen Grosz,9780701185350, Chatto & Windus,2014,"7,288","Nonfiction, Psychology, Self Help, Philosophy, Audiobook",764,3.87,English
773,The Daily Show with Jon Stewart Presents America (The Book) Teacher's Edition: A Citizen's Guide to Democracy Inaction,Jon Stewart,9780446691864,Warner Books (NY),2006,"77,384","Humor, Contemporary, Nonfiction, Politics, Humor, Comedy, History, Humor, Funny, Audiobook, North American Hi..., American History, Adult","1,350",4.02,English
774,Wars of the Roses: Stormbird,Conn Iggulden,9780425275443,Penguin Publishing Group,2015,"5,809","Historical Fiction, Fiction, Historical",654,3.85,English
775,Wars of the Roses: Stormbird,Conn Iggulden,9780425275443,Penguin Publishing Group,2015,"2,995","Historical Fiction, Fiction, Historical",243,4.11,English
776,Sea of Poppies (Ibis Trilogy #1),Amitav Ghosh,9780312428594,Picador,2009,"17,282","Fiction, Historical Fiction, Cultural, India, Historical, Cultural, Asia, Asian Literature, Indian Literature","1,929",3.92,English
777,River of Smoke (Ibis Trilogy #2),Amitav Ghosh,9781250013750,Picador,2012,"5,967","Fiction, Historical Fiction, Cultural, India, Cultural, China, Historical, Cultural, Asia",728,3.9,English
778,The Immortal Prince,Jennifer Fallon,9780732283353, Voyager,2009,"3,397","Fantasy, Epic Fantasy, Fantasy, High Fantasy, Romance, Fantasy",163,3.95,English
779,The Power of a Praying Woman,Stormie Omartian,9780736908559, Harvest House Publishers,2014,"20,074","Christian, Nonfiction, Religion, Christianity, Christian, Christian Non Fiction, Spirituality",172,4.37,English
780,The Twilight Saga,Stephenie Meyer,9780739352359, Listening Library (Audio),2006,"94,228","Fantasy, Young Adult, Romance, Paranormal, Vampires, Fantasy, Paranormal, Fiction, Romance, Paranormal Romance, Fantasy, Supernatural, Shapeshifters, Werewolves, Young Adult, Teen","3,591",3.88,
781,The Immortals Quartet: Wild Magic; Wolf-Speaker; Emperor Mage; The Realms of the Gods,Tamora Pierce,9781481440301,Atheneum Books for Young Readers,2015,"6,431","Fantasy, Young Adult, Fantasy, Magic, Science Fiction Fantasy",61,4.56,English
782,First Test (Protector of the Small Series #1),Tamora Pierce,9780375829055,Random House Children's Books,2004,"8,175","Fantasy, Young Adult, Fiction",95,4.51,English
783,Lady Knight (Protector of the Small Series #4),Tamora Pierce,9780375829086,Random House Children's Books,2004,"8,175","Fantasy, Young Adult, Fiction",95,4.51,English
784,The Line of Beauty,Alan Hollinghurst,9780739464465, Bloomsbury,2005,"17,124","Fiction, Glbt","1,018",3.69,English
785,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury (Calvin and Hobbes Series),Bill Watterson,9780836218053,Andrews McMeel Publishing,1988,"29,043","Sequential Art, Comics, Humor, Sequential Art, Graphic Novels, Fiction, Humor, Comedy, Classics, Comics, Comic Book, Sequential Art, Comic Strips, Graphic Novels Comics, Humor, Funny",836,4.82,English
786,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich,9780743225700, Free Press,2003,"19,297","Nonfiction, Biography, Autobiography, Memoir","1,708",3.86,English
787,1776,David McCullough,9780743226721, Simon & Schuster,2006,"124,034","History, Nonfiction, North American Hi..., American History, Historical, War","5,742",4.06,English
788,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,9780743236010, Scribner,2004,"56,508","Nonfiction, Writing, Essays, Humor, Culture, Pop Culture, Music","3,286",3.75,English
789,Teacher Man: A Memoir,Frank McCourt,9780743243780,Scribner,2006,"25,369","Nonfiction, Autobiography, Memoir, Biography, Education, Biography, Autobiography","2,010",3.73,English
790,Chronicles: Volume One,Bob Dylan,9780743244589, Simon & Schuster,2005,"36,079","Music, Biography, Autobiography, Memoir, Biography, Autobiography, Nonfiction","1,286",3.99,English
791,The Queen's Fool,Philippa Gregory,9780743246071, Harper Collins,2004,"71,272","Historical Fiction, Fiction, Historical, Romance","2,832",3.82,English
792,The Glass Castle,Jeannette Walls,9780743247542, Scribner,2006,"610,198","Adult, Nonfiction, Social Issues, Poverty, Autobiography, Memoir","38,921",4.23,English
793,Prince of Thieves,Chuck Hogan,9780743264556, Scribner Book Company,2007,"4,277","Fiction, Mystery, Crime, Thriller, Mystery, Suspense",422,3.93,English
794,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,9780743270755, Simon & Schuster,2006,"99,392","History, Nonfiction, Biography, Politics, North American Hi..., American History, Military History, Civil War","5,628",4.3,English
795,The Constant Princess,Philippa Gregory,9780743272490, Touchstone,2006,"127,260","Historical Fiction, Historical, Fiction, Romance","4,064",3.88,English
796,Lisey's Story: A Novel,Stephen King,9781501138256,Scribner,2016,"52,645","Horror, Fiction, Fantasy","2,743",3.64,English
797,Infidel,Ayaan Hirsi Ali,9780743289689, Free Press,2008,"59,192","Nonfiction, Autobiography, Memoir, Biography, Religion, Cultural, Africa","5,488",4.19,English
798,Devil Bones (Temperance Brennan Series #11),Kathy Reichs,9781416525660,Pocket Star,2009,"19,334","Mystery, Mystery, Crime, Fiction, Thriller",996,3.88,English
799,Handle with Care,Jodi Picoult,9780743296410, Atria Books,2009,"92,446","Fiction, Womens Fiction, Chick Lit, Contemporary, Adult Fiction","7,279",3.95,English
800,The SPEED of Trust: The One Thing that Changes Everything,Stephen M. R. Covey,9780743297301, Free Press,2008,"13,936","Business, Nonfiction, Self Help, Management, Self Help, Personal Development, Psychology",437,3.96,English
801,The Book of Lost Things,John Connolly,9780743298858, Atria Books,2011,"47,897","Fantasy, Fiction, Young Adult, Fantasy, Fairy Tales, Horror","6,144",3.98,English
802,No one belongs here more than you. Stories,Miranda July,9780743299398, Scribner,2007,"26,681","Short Stories, Fiction, Contemporary","3,163",3.81,English
803,Good in Bed,Jennifer Weiner,9780743418171, Washington Square Press,2002,"246,192","Womens Fiction, Chick Lit, Fiction, Romance, Contemporary","5,405",3.7,English
804,Salem Falls,Jodi Picoult,9780743418713, Washington Square Press,2002,"60,613","Fiction, Contemporary, Womens Fiction, Chick Lit, Romance, Mystery, Drama, Adult Fiction, Adult, Realistic Fiction, Novels","2,913",3.8,English
805,Old Magic,Marianne Curley,9780743437691, Simon Pulse,2009,"8,993","Fantasy, Young Adult, Romance, Fantasy, Magic, Science Fiction, Time Travel, Fantasy, Paranormal",711,3.93,English
806,Blood Memory,Greg Iles,9780743454155, Pocket Star,2005,"11,645","Mystery, Fiction, Thriller, Suspense, Thriller, Mystery Thriller, Mystery, Crime, Audiobook, Mystery, Murder Mystery, American, Southern, Literature, American",732,4.09,English
807,Turning Angel (Penn Cage Series #2),Greg Iles,9780743454162,Pocket Books,2006,"16,483","Thriller, Mystery, Crime",974,4.11,English
808,Second Glance,Jodi Picoult,9780743454513, Washington Square Press,2008,"35,537","Fiction, Mystery, Contemporary, Womens Fiction, Chick Lit","2,281",3.79,English
809,My Sister's Keeper,Jodi Picoult,9780743454537, Washington Square Press,2005,"854,767","Fiction, Contemporary, Womens Fiction, Chick Lit","30,159",4.05,English
810,Fall on Your Knees,Ann-Marie MacDonald,9780743466523, Pocket Books,2002,"52,272","Fiction, Historical Fiction, Cultural, Canada","2,579",3.94,English
811,Naked Prey (Lucas Davenport Series #14),John Sandford,9780425195444,Penguin Publishing Group,2004,"11,551","Mystery, Fiction, Thriller, Mystery, Crime",353,4.17,English
812,In Her Shoes,Jennifer Weiner,9780743495660, Pocket Books,2003,"169,479","Womens Fiction, Chick Lit, Fiction, Romance","2,465",3.77,
813,The Tenth Circle,Jodi Picoult,9780743496711, Allen & Ulwin,2006,"100,372","Fiction, Contemporary, Womens Fiction, Chick Lit, Adult Fiction, Adult","4,991",3.47,English
814,Change of Heart,Jodi Picoult,9780743496742, Atria Books,2008,"87,519","Fiction, Womens Fiction, Chick Lit, Contemporary, Adult","5,787",3.91,English
815,Four Blind Mice (Alex Cross Series #8),James Patterson,9780446613262,Grand Central Publishing,2003,"35,761","Mystery, Fiction, Thriller",701,3.97,English
816,To the Nines (Stephanie Plum Series #9),Janet Evanovich,9780312991463,St. Martin's Press,2004,"90,615","Mystery, Fiction, Humor, Womens Fiction, Chick Lit, Romance, Mystery, Crime","1,745",4.16,English
817,Pastoralia,George Saunders,9780747553861, Bloomsbury Publishing,2001,"12,643","Short Stories, Fiction, Humor, Contemporary, Literature, American","1,004",4.11,English
818,At the House of the Magician,Mary Hooper,9780747588863, Bloomsbury USA Childrens,2010,630,"Historical Fiction, Young Adult, Historical, Fiction, Fantasy, Mystery, Romance, Fantasy, Magic, European Literature, British Literature, History, Tudor Period",43,3.67,English
819,Syren (Septimus Heap Series #5),Angie Sage,9780060882129,HarperCollins Publishers,2011,"25,505","Fantasy, Young Adult, Fantasy, Magic, Fiction",717,4.1,English
820,The Tales of Beedle the Bard (Harry Potter Series),J. K. Rowling,9780545128285,"Scholastic, Inc.",2008,"292,736","Fantasy, Young Adult, Fiction, Short Stories","10,584",4.05,English
821,The Killer Next Door,Alex Marwood,9780751550696, Sphere,2014,"4,519","Mystery, Thriller, Fiction, Mystery, Crime, Thriller, Mystery Thriller, Suspense",603,3.68,English
822,Sepulchre,Kate Mosse,9780752860558, Orion,2009,"15,210","Historical Fiction, Fiction, Mystery, Fantasy, Historical","1,225",3.73,English
823,Black Order (Sigma Force Series),James Rollins,9780062017895,HarperCollins Publishers,2011,"24,228","Thriller, Fiction, Adventure, Mystery, Action",858,4.14,English
